GeneSym	EnsembleID	Tissue/Cell Type
SERP1	ENSP00000239944	adrenal gland
FAM13B	ENSP00000033079	adrenal gland
PBX3	ENSP00000362588	adrenal gland
SOSTDC1	ENSP00000304930	adrenal gland
MKRN1	ENSP00000255977	adrenal gland
TMBIM6	ENSP00000389277	adrenal gland
CREM	ENSP00000265372	adrenal gland
CAND1	ENSP00000299218	adrenal gland
TXNRD2	ENSP00000383360	adrenal gland
RUFY3	ENSP00000370394	adrenal gland
ZNF501	ENSP00000379363	adrenal gland
TTC21B	ENSP00000243344	adrenal gland
CRCP	ENSP00000378736	adrenal gland
CCDC90B	ENSP00000260054	adrenal gland
ACOT13	ENSP00000230048	adrenal gland
GLT8D1	ENSP00000266014	adrenal gland
TAC1	ENSP00000321106	adrenal gland
KCMF1	ENSP00000386738	adrenal gland
PAXIP1	ENSP00000384048	adrenal gland
PLGRKT	ENSP00000223864	adrenal gland
NTMT1	ENSP00000361558	adrenal gland
MAP1LC3B	ENSP00000268607	adrenal gland
RHBDL2	ENSP00000289248	adrenal gland
FBXL5	ENSP00000344866	adrenal gland
PDP1	ENSP00000297598	adrenal gland
ARHGAP36	ENSP00000276211	adrenal gland
VEZT	ENSP00000410083	adrenal gland
FDXR	ENSP00000293195	adrenal gland
RAB18	ENSP00000349415	adrenal gland
RNASEK	ENSP00000385440	adrenal gland
FASTKD2	ENSP00000236980	adrenal gland
USP38	ENSP00000303434	adrenal gland
CCDC53	ENSP00000240079	adrenal gland
BCAP29	ENSP00000400718	adrenal gland
SPC25	ENSP00000282074	adrenal gland
ERGIC2	ENSP00000353270	adrenal gland
RPS11	ENSP00000270625	adrenal gland
VPS35	ENSP00000299138	adrenal gland
MRPL17	ENSP00000288937	adrenal gland
ACTR6	ENSP00000188312	adrenal gland
TBX3	ENSP00000257566	adrenal gland
FAM200A	ENSP00000411372	adrenal gland
NDUFA13	ENSP00000380364	adrenal gland
RTCB	ENSP00000216038	adrenal gland
BCL2L13	ENSP00000318883	adrenal gland
APH1A	ENSP00000358105	adrenal gland
CENPU	ENSP00000281453	adrenal gland
SLC25A40	ENSP00000344831	adrenal gland
SULT2A1	ENSP00000222002	adrenal gland
CPB1	ENSP00000282957	adrenal gland
KCNK17	ENSP00000362328	adrenal gland
IL22RA1	ENSP00000270800	adrenal gland
GTF2H5	ENSP00000356067	adrenal gland
AGRP	ENSP00000290953	adrenal gland
AS3MT	ENSP00000358896	adrenal gland
ASB4	ENSP00000321388	adrenal gland
ZNF774	ENSP00000346348	adrenal gland
TMEM133	ENSP00000303999	adrenal gland
PIPOX	ENSP00000317721	adrenal gland
CYP11B2	ENSP00000325822	adrenal gland
CYP21A2	ENSP00000364304+ENSP00000394942+ENSP00000403721+ENSP00000408860	adrenal gland
NAT9	ENSP00000350467	adrenal gland
CALCB	ENSP00000346017	adrenal gland
SLC18A1	ENSP00000276373	adrenal gland
PAK3	ENSP00000353864	adrenal gland
STMN3	ENSP00000359070	adrenal gland
TMEM132E	ENSP00000316532	adrenal gland
ZNF470	ENSP00000333223	adrenal gland
TOMM7	ENSP00000351214	adrenal gland
PRDX5	ENSP00000265462	adrenal gland
CRBN	ENSP00000231948	adrenal gland
PHPT1	ENSP00000247665	adrenal gland
MS4A6A	ENSP00000315878	adrenal gland
CYP20A1	ENSP00000348380	adrenal gland
MRPL16	ENSP00000300151	adrenal gland
ITFG1	ENSP00000319918	adrenal gland
TATDN1	ENSP00000276692	adrenal gland
TIMM10B	ENSP00000254616	adrenal gland
RASSF4	ENSP00000339692	adrenal gland
MC2R	ENSP00000333821	adrenal gland
EMC3	ENSP00000245046	adrenal gland
CALCA	ENSP00000331746	adrenal gland
PHKG1	ENSP00000297373	adrenal gland
NDUFA12	ENSP00000330737	adrenal gland
MARC1	ENSP00000355877	adrenal gland
HDAC8	ENSP00000362674	adrenal gland
MOB4	ENSP00000315702	adrenal gland
PPM1B	ENSP00000282412	adrenal gland
HSD3B2	ENSP00000358424	adrenal gland
RPS18	ENSP00000403175+ENSP00000416110	adrenal gland
TDP2	ENSP00000367440	adrenal gland
BACE2	ENSP00000332979	adrenal gland
FAM192A	ENSP00000335808	adrenal gland
PPA1	ENSP00000362329	adrenal gland
AMDHD1	ENSP00000266736	adrenal gland
PPP2CB	ENSP00000221138	adrenal gland
VIP	ENSP00000356213	adrenal gland
UBE2T	ENSP00000356243	adrenal gland
UBA52	ENSP00000388107	adrenal gland
PQBP1	ENSP00000365747	adrenal gland
CBWD1	ENSP00000348915	adrenal gland
KIAA0101	ENSP00000300035	adrenal gland
CHGB	ENSP00000368244	adrenal gland
SLC50A1	ENSP00000357389	adrenal gland
FAM174A	ENSP00000307954	adrenal gland
KRT222	ENSP00000377616	adrenal gland
KY	ENSP00000397598	adrenal gland
BEX1	ENSP00000361813	adrenal gland
PITHD1	ENSP00000246151	adrenal gland
SLC25A37	ENSP00000290075	adrenal gland
PDE2A	ENSP00000334910	adrenal gland
PCP4	ENSP00000329403	adrenal gland
ANKS1B	ENSP00000331381	adrenal gland
GBGT1	ENSP00000361110	adrenal gland
ATXN10	ENSP00000252934	adrenal gland
AKAP7	ENSP00000357105	adrenal gland
ATP6V1A	ENSP00000273398	adrenal gland
ADM	ENSP00000278175	adrenal gland
SRD5A1	ENSP00000274192	adrenal gland
LMBRD1	ENSP00000359609	adrenal gland
CHGA	ENSP00000216492	adrenal gland
GTF3C6	ENSP00000357863	adrenal gland
IL33	ENSP00000370842	adrenal gland
GNG12	ENSP00000360021	adrenal gland
RPL23A	ENSP00000389103	adrenal gland
LARP6	ENSP00000299213	adrenal gland
GBA2	ENSP00000367343	adrenal gland
CNOT1	ENSP00000320949	adrenal gland
RAB31	ENSP00000304565	adrenal gland cancer cell
C10ORF11	ENSP00000361577	adrenal gland cancer cell
RPS7	ENSP00000339095	adrenal gland cancer cell
CIAPIN1	ENSP00000377914	adrenal gland cancer cell
EIF2A	ENSP00000417229	adrenal gland cancer cell
GCH1	ENSP00000378890	adrenal gland cancer cell
MRPL51	ENSP00000229238	adrenal gland cancer cell
JKAMP	ENSP00000261247	adrenal gland cancer cell
CHMP4A	ENSP00000324205	adrenal gland cancer cell
DCTPP1	ENSP00000322524	adrenal gland cancer cell
AK3	ENSP00000371230	adrenal gland cancer cell
DDC	ENSP00000350616	adrenal gland cancer cell
NIT2	ENSP00000377696	adrenal gland cancer cell
SOSTDC1	ENSP00000304930	adrenal gland cancer cell
CCDC90B	ENSP00000260054	adrenal gland cancer cell
MAP1LC3B	ENSP00000268607	adrenal gland cancer cell
ERGIC2	ENSP00000353270	adrenal gland cancer cell
RPS11	ENSP00000270625	adrenal gland cancer cell
VPS35	ENSP00000299138	adrenal gland cancer cell
ACTR6	ENSP00000188312	adrenal gland cancer cell
NDUFA13	ENSP00000380364	adrenal gland cancer cell
BCL2L13	ENSP00000318883	adrenal gland cancer cell
AS3MT	ENSP00000358896	adrenal gland cancer cell
CALCB	ENSP00000346017	adrenal gland cancer cell
SLC18A1	ENSP00000276373	adrenal gland cancer cell
MS4A6A	ENSP00000315878	adrenal gland cancer cell
CYP20A1	ENSP00000348380	adrenal gland cancer cell
MRPL16	ENSP00000300151	adrenal gland cancer cell
ITFG1	ENSP00000319918	adrenal gland cancer cell
TATDN1	ENSP00000276692	adrenal gland cancer cell
TIMM10B	ENSP00000254616	adrenal gland cancer cell
CALCA	ENSP00000331746	adrenal gland cancer cell
HDAC8	ENSP00000362674	adrenal gland cancer cell
RPS18	ENSP00000403175+ENSP00000416110	adrenal gland cancer cell
BACE2	ENSP00000332979	adrenal gland cancer cell
FAM192A	ENSP00000335808	adrenal gland cancer cell
PPP2CB	ENSP00000221138	adrenal gland cancer cell
VIP	ENSP00000356213	adrenal gland cancer cell
ADM	ENSP00000278175	adrenal gland cancer cell
LMBRD1	ENSP00000359609	adrenal gland cancer cell
GTF3C6	ENSP00000357863	adrenal gland cancer cell
RAB31	ENSP00000304565	pheochromocytoma cell
C10ORF11	ENSP00000361577	pheochromocytoma cell
RPS7	ENSP00000339095	pheochromocytoma cell
EIF2A	ENSP00000417229	pheochromocytoma cell
GCH1	ENSP00000378890	pheochromocytoma cell
MRPL51	ENSP00000229238	pheochromocytoma cell
JKAMP	ENSP00000261247	pheochromocytoma cell
CHMP4A	ENSP00000324205	pheochromocytoma cell
DCTPP1	ENSP00000322524	pheochromocytoma cell
AK3	ENSP00000371230	pheochromocytoma cell
DDC	ENSP00000350616	pheochromocytoma cell
SOSTDC1	ENSP00000304930	pheochromocytoma cell
MAP1LC3B	ENSP00000268607	pheochromocytoma cell
ERGIC2	ENSP00000353270	pheochromocytoma cell
RPS11	ENSP00000270625	pheochromocytoma cell
VPS35	ENSP00000299138	pheochromocytoma cell
ACTR6	ENSP00000188312	pheochromocytoma cell
NDUFA13	ENSP00000380364	pheochromocytoma cell
BCL2L13	ENSP00000318883	pheochromocytoma cell
CALCB	ENSP00000346017	pheochromocytoma cell
SLC18A1	ENSP00000276373	pheochromocytoma cell
MS4A6A	ENSP00000315878	pheochromocytoma cell
CYP20A1	ENSP00000348380	pheochromocytoma cell
MRPL16	ENSP00000300151	pheochromocytoma cell
ITFG1	ENSP00000319918	pheochromocytoma cell
TATDN1	ENSP00000276692	pheochromocytoma cell
TIMM10B	ENSP00000254616	pheochromocytoma cell
CALCA	ENSP00000331746	pheochromocytoma cell
HDAC8	ENSP00000362674	pheochromocytoma cell
RPS18	ENSP00000403175+ENSP00000416110	pheochromocytoma cell
BACE2	ENSP00000332979	pheochromocytoma cell
FAM192A	ENSP00000335808	pheochromocytoma cell
PPP2CB	ENSP00000221138	pheochromocytoma cell
VIP	ENSP00000356213	pheochromocytoma cell
ADM	ENSP00000278175	pheochromocytoma cell
LMBRD1	ENSP00000359609	pheochromocytoma cell
GTF3C6	ENSP00000357863	pheochromocytoma cell
RAB31	ENSP00000304565	pheochromocytoma cell line
C10ORF11	ENSP00000361577	pheochromocytoma cell line
RPS7	ENSP00000339095	pheochromocytoma cell line
EIF2A	ENSP00000417229	pheochromocytoma cell line
GCH1	ENSP00000378890	pheochromocytoma cell line
MRPL51	ENSP00000229238	pheochromocytoma cell line
JKAMP	ENSP00000261247	pheochromocytoma cell line
CHMP4A	ENSP00000324205	pheochromocytoma cell line
DCTPP1	ENSP00000322524	pheochromocytoma cell line
AK3	ENSP00000371230	pheochromocytoma cell line
DDC	ENSP00000350616	pheochromocytoma cell line
SOSTDC1	ENSP00000304930	pheochromocytoma cell line
MAP1LC3B	ENSP00000268607	pheochromocytoma cell line
ERGIC2	ENSP00000353270	pheochromocytoma cell line
RPS11	ENSP00000270625	pheochromocytoma cell line
VPS35	ENSP00000299138	pheochromocytoma cell line
ACTR6	ENSP00000188312	pheochromocytoma cell line
NDUFA13	ENSP00000380364	pheochromocytoma cell line
BCL2L13	ENSP00000318883	pheochromocytoma cell line
CALCB	ENSP00000346017	pheochromocytoma cell line
SLC18A1	ENSP00000276373	pheochromocytoma cell line
MS4A6A	ENSP00000315878	pheochromocytoma cell line
CYP20A1	ENSP00000348380	pheochromocytoma cell line
MRPL16	ENSP00000300151	pheochromocytoma cell line
ITFG1	ENSP00000319918	pheochromocytoma cell line
TATDN1	ENSP00000276692	pheochromocytoma cell line
TIMM10B	ENSP00000254616	pheochromocytoma cell line
CALCA	ENSP00000331746	pheochromocytoma cell line
HDAC8	ENSP00000362674	pheochromocytoma cell line
RPS18	ENSP00000403175+ENSP00000416110	pheochromocytoma cell line
BACE2	ENSP00000332979	pheochromocytoma cell line
FAM192A	ENSP00000335808	pheochromocytoma cell line
PPP2CB	ENSP00000221138	pheochromocytoma cell line
VIP	ENSP00000356213	pheochromocytoma cell line
ADM	ENSP00000278175	pheochromocytoma cell line
LMBRD1	ENSP00000359609	pheochromocytoma cell line
GTF3C6	ENSP00000357863	pheochromocytoma cell line
CNNM3	ENSP00000305449	adrenal cortex
KIF21A	ENSP00000354851	adrenal cortex
SLC7A6OS	ENSP00000263997	adrenal cortex
SH3KBP1	ENSP00000380921	adrenal cortex
KIAA0907	ENSP00000357304	adrenal cortex
KIAA1715	ENSP00000272748	adrenal cortex
PHACTR4	ENSP00000362942	adrenal cortex
RPS3	ENSP00000278572	adrenal cortex
TERF2	ENSP00000254942	adrenal cortex
SELK	ENSP00000418813	adrenal cortex
TBL1XR1	ENSP00000405574	adrenal cortex
NRN1	ENSP00000244766	adrenal cortex
MAGT1	ENSP00000354649	adrenal cortex
STAR	ENSP00000276449	adrenal cortex
C11ORF68	ENSP00000398350	adrenal cortex
TTC21B	ENSP00000243344	adrenal cortex
RHBDL2	ENSP00000289248	adrenal cortex
RNASEK	ENSP00000385440	adrenal cortex
CENPU	ENSP00000281453	adrenal cortex
SLC25A40	ENSP00000344831	adrenal cortex
IL22RA1	ENSP00000270800	adrenal cortex
GTF2H5	ENSP00000356067	adrenal cortex
ASB4	ENSP00000321388	adrenal cortex
TMEM132E	ENSP00000316532	adrenal cortex
FAM174A	ENSP00000307954	adrenal cortex
KRT222	ENSP00000377616	adrenal cortex
PCP4	ENSP00000329403	adrenal cortex
AKAP7	ENSP00000357105	adrenal cortex
LARP6	ENSP00000299213	adrenal cortex
C11ORF68	ENSP00000398350	mesenchyme
C11ORF68	ENSP00000398350	mesenchymal cell
TAC1	ENSP00000321106	adrenal medulla
CHGB	ENSP00000368244	adrenal medulla
CAD	ENSP00000264705	lung cell line
SERPINF1	ENSP00000254722	lung cell line
SFRP1	ENSP00000220772	lung cell line
CAD	ENSP00000264705	lung fibroblast cell line
SERPINF1	ENSP00000254722	lung fibroblast cell line
SFRP1	ENSP00000220772	lung fibroblast cell line
SFRP1	ENSP00000220772	embryonic fibroblast cell line
SFRP1	ENSP00000220772	helf cell
RPL26	ENSP00000293842	embryonic fibroblast
HPSE	ENSP00000308107	embryonic fibroblast
RAN	ENSP00000396127	embryonic fibroblast
EIF4A1	ENSP00000293831	embryonic fibroblast
HGF	ENSP00000222390	embryonic fibroblast
TUBB4B	ENSP00000341289	embryonic fibroblast
SFRP1	ENSP00000220772	embryonic fibroblast
EIF3E	ENSP00000220849	embryonic fibroblast
PHF5A	ENSP00000216252	embryonic fibroblast
EIF5A	ENSP00000336702	embryonic fibroblast
SUMO1	ENSP00000376076	embryonic fibroblast
TLN1	ENSP00000316029	embryonic carcinoma cell line
BRD9	ENSP00000323557	embryonic carcinoma cell line
GRAMD4	ENSP00000354313	embryonic carcinoma cell line
ERO1L	ENSP00000379042	embryonic carcinoma cell line
NR6A1	ENSP00000420267	embryonic carcinoma cell line
ZNF501	ENSP00000379363	embryonic carcinoma cell line
COPE	ENSP00000262812	embryonic carcinoma cell line
UBXN8	ENSP00000265616	embryonic carcinoma cell line
ACYP1	ENSP00000238618	embryonic carcinoma cell line
ARL8B	ENSP00000256496	embryonic carcinoma cell line
GCNT2	ENSP00000265012	embryonic carcinoma cell line
TLN1	ENSP00000316029	embryonic cell line
BRD9	ENSP00000323557	embryonic cell line
GRAMD4	ENSP00000354313	embryonic cell line
ERO1L	ENSP00000379042	embryonic cell line
SFRP1	ENSP00000220772	embryonic cell line
NR6A1	ENSP00000420267	embryonic cell line
ZNF501	ENSP00000379363	embryonic cell line
COPE	ENSP00000262812	embryonic cell line
UBXN8	ENSP00000265616	embryonic cell line
ACYP1	ENSP00000238618	embryonic cell line
ARL8B	ENSP00000256496	embryonic cell line
GCNT2	ENSP00000265012	embryonic cell line
MTHFD1	ENSP00000216605	fibroblast cell line
EXOC4	ENSP00000253861	fibroblast cell line
CAD	ENSP00000264705	fibroblast cell line
SERPINF1	ENSP00000254722	fibroblast cell line
FGFR1	ENSP00000380280	fibroblast cell line
SCFD1	ENSP00000390783	fibroblast cell line
SFRP1	ENSP00000220772	fibroblast cell line
GCLC	ENSP00000229416	fibroblast cell line
TNFRSF10D	ENSP00000310263	fibroblast cell line
ARID5A	ENSP00000350078	fibroblast cell line
LTBP2	ENSP00000261978	fibroblast cell line
TNFRSF10C	ENSP00000310908	fibroblast cell line
TNFRSF10B	ENSP00000276431	fibroblast cell line
TUBB	ENSP00000401317+ENSP00000410071	fibroblast cell line
MTHFD1	ENSP00000216605	skin fibroblast cell line
EXOC4	ENSP00000253861	skin fibroblast cell line
FGFR1	ENSP00000380280	skin fibroblast cell line
SCFD1	ENSP00000390783	skin fibroblast cell line
GCLC	ENSP00000229416	skin fibroblast cell line
TNFRSF10D	ENSP00000310263	skin fibroblast cell line
ARID5A	ENSP00000350078	skin fibroblast cell line
LTBP2	ENSP00000261978	skin fibroblast cell line
TNFRSF10C	ENSP00000310908	skin fibroblast cell line
TNFRSF10B	ENSP00000276431	skin fibroblast cell line
TUBB	ENSP00000401317+ENSP00000410071	skin fibroblast cell line
MTHFD1	ENSP00000216605	foreskin fibroblast cell line
EXOC4	ENSP00000253861	foreskin fibroblast cell line
FGFR1	ENSP00000380280	foreskin fibroblast cell line
SCFD1	ENSP00000390783	foreskin fibroblast cell line
GCLC	ENSP00000229416	foreskin fibroblast cell line
TNFRSF10D	ENSP00000310263	foreskin fibroblast cell line
ARID5A	ENSP00000350078	foreskin fibroblast cell line
LTBP2	ENSP00000261978	foreskin fibroblast cell line
TNFRSF10C	ENSP00000310908	foreskin fibroblast cell line
TNFRSF10B	ENSP00000276431	foreskin fibroblast cell line
TUBB	ENSP00000401317+ENSP00000410071	foreskin fibroblast cell line
PLOD2	ENSP00000282903	skin fibroblast
MTHFD1	ENSP00000216605	skin fibroblast
ENPP1	ENSP00000354238	skin fibroblast
INSR	ENSP00000303830	skin fibroblast
EXOC4	ENSP00000253861	skin fibroblast
EEF1D	ENSP00000391944	skin fibroblast
EEF1B2	ENSP00000236957	skin fibroblast
FGFR1	ENSP00000380280	skin fibroblast
CFLAR	ENSP00000312455	skin fibroblast
HERPUD1	ENSP00000300302	skin fibroblast
SCFD1	ENSP00000390783	skin fibroblast
PAN3	ENSP00000282391	skin fibroblast
ZBTB7B	ENSP00000292176	skin fibroblast
ACAD8	ENSP00000281182	skin fibroblast
CCL13	ENSP00000225844	skin fibroblast
AKR1C1	ENSP00000370254	skin fibroblast
GCLC	ENSP00000229416	skin fibroblast
TCF4	ENSP00000346440	skin fibroblast
GALC	ENSP00000261304	skin fibroblast
AP3M1	ENSP00000347408	skin fibroblast
TNFRSF10D	ENSP00000310263	skin fibroblast
ARID5A	ENSP00000350078	skin fibroblast
LTBP2	ENSP00000261978	skin fibroblast
TNFRSF10C	ENSP00000310908	skin fibroblast
TNFRSF10B	ENSP00000276431	skin fibroblast
SLC29A3	ENSP00000362285	skin fibroblast
COL3A1	ENSP00000304408	skin fibroblast
TUBB	ENSP00000401317+ENSP00000410071	skin fibroblast
HR	ENSP00000370826	skin fibroblast
LOXL1	ENSP00000261921	skin fibroblast
ELN	ENSP00000252034	skin fibroblast
PCCB	ENSP00000251654	skin fibroblast
BMPR2	ENSP00000363708	skin fibroblast
GLTP	ENSP00000315263	skin fibroblast
PCMT1	ENSP00000356350	external male genital organ
PDE3A	ENSP00000351957	external male genital organ
MTHFD1	ENSP00000216605	external male genital organ
YY1	ENSP00000262238	external male genital organ
DSP	ENSP00000369129	external male genital organ
APOPT1	ENSP00000414982	external male genital organ
GSK3A	ENSP00000222330	external male genital organ
PTPRK	ENSP00000357209	external male genital organ
EXOC4	ENSP00000253861	external male genital organ
CD97	ENSP00000242786	external male genital organ
EGR1	ENSP00000239938	external male genital organ
NFIX	ENSP00000353219	external male genital organ
TGM3	ENSP00000370867	external male genital organ
SERPING1	ENSP00000278407	external male genital organ
FGFR1	ENSP00000380280	external male genital organ
SCFD1	ENSP00000390783	external male genital organ
AKT1	ENSP00000270202	external male genital organ
FLG2	ENSP00000373370	external male genital organ
HMOX1	ENSP00000216117	external male genital organ
IFIT3	ENSP00000360876	external male genital organ
RQCD1	ENSP00000273064	external male genital organ
DLX3	ENSP00000172196	external male genital organ
CPOX	ENSP00000264193	external male genital organ
DLX4	ENSP00000240306	external male genital organ
KRT10	ENSP00000269576	external male genital organ
DSG1	ENSP00000257192	external male genital organ
CCL13	ENSP00000225844	external male genital organ
TRUB1	ENSP00000298746	external male genital organ
SCEL	ENSP00000302579	external male genital organ
NFIB	ENSP00000370346	external male genital organ
GCLC	ENSP00000229416	external male genital organ
MGST1	ENSP00000010404	external male genital organ
DSC1	ENSP00000257198	external male genital organ
ABCC8	ENSP00000374467	external male genital organ
COL17A1	ENSP00000340937	external male genital organ
BDKRB2	ENSP00000307713	external male genital organ
FLG	ENSP00000357789	external male genital organ
TGM5	ENSP00000220420	external male genital organ
CDSN	ENSP00000365465	external male genital organ
LOR	ENSP00000357731	external male genital organ
SPINK6	ENSP00000324870	external male genital organ
CD86	ENSP00000332049	external male genital organ
DUSP1	ENSP00000239223	external male genital organ
PLXNC1	ENSP00000258526	external male genital organ
COL9A2	ENSP00000361834	external male genital organ
ADH7	ENSP00000209665	external male genital organ
GBP2	ENSP00000359497	external male genital organ
DSC3	ENSP00000353608	external male genital organ
TNFRSF10D	ENSP00000310263	external male genital organ
ARID5A	ENSP00000350078	external male genital organ
LTBP2	ENSP00000261978	external male genital organ
TNFRSF10C	ENSP00000310908	external male genital organ
TNFRSF10B	ENSP00000276431	external male genital organ
FGF9	ENSP00000371790	external male genital organ
CD44	ENSP00000278385	external male genital organ
DUSP6	ENSP00000279488	external male genital organ
ARID5B	ENSP00000279873	external male genital organ
CCL11	ENSP00000302234	external male genital organ
PDGFRA	ENSP00000257290	external male genital organ
UBE2S	ENSP00000264552	external male genital organ
TUBB	ENSP00000401317+ENSP00000410071	external male genital organ
PTX3	ENSP00000295927	external male genital organ
CDC123	ENSP00000281141	external male genital organ
PCMT1	ENSP00000356350	penis
PDE3A	ENSP00000351957	penis
MTHFD1	ENSP00000216605	penis
YY1	ENSP00000262238	penis
DSP	ENSP00000369129	penis
APOPT1	ENSP00000414982	penis
GSK3A	ENSP00000222330	penis
PTPRK	ENSP00000357209	penis
EXOC4	ENSP00000253861	penis
CD97	ENSP00000242786	penis
EGR1	ENSP00000239938	penis
NFIX	ENSP00000353219	penis
TGM3	ENSP00000370867	penis
SERPING1	ENSP00000278407	penis
FGFR1	ENSP00000380280	penis
SCFD1	ENSP00000390783	penis
AKT1	ENSP00000270202	penis
FLG2	ENSP00000373370	penis
HMOX1	ENSP00000216117	penis
IFIT3	ENSP00000360876	penis
RQCD1	ENSP00000273064	penis
DLX3	ENSP00000172196	penis
CPOX	ENSP00000264193	penis
DLX4	ENSP00000240306	penis
KRT10	ENSP00000269576	penis
DSG1	ENSP00000257192	penis
CCL13	ENSP00000225844	penis
TRUB1	ENSP00000298746	penis
SCEL	ENSP00000302579	penis
NFIB	ENSP00000370346	penis
GCLC	ENSP00000229416	penis
MGST1	ENSP00000010404	penis
DSC1	ENSP00000257198	penis
ABCC8	ENSP00000374467	penis
COL17A1	ENSP00000340937	penis
BDKRB2	ENSP00000307713	penis
FLG	ENSP00000357789	penis
TGM5	ENSP00000220420	penis
CDSN	ENSP00000365465	penis
LOR	ENSP00000357731	penis
SPINK6	ENSP00000324870	penis
CD86	ENSP00000332049	penis
DUSP1	ENSP00000239223	penis
PLXNC1	ENSP00000258526	penis
COL9A2	ENSP00000361834	penis
ADH7	ENSP00000209665	penis
GBP2	ENSP00000359497	penis
DSC3	ENSP00000353608	penis
TNFRSF10D	ENSP00000310263	penis
ARID5A	ENSP00000350078	penis
LTBP2	ENSP00000261978	penis
TNFRSF10C	ENSP00000310908	penis
TNFRSF10B	ENSP00000276431	penis
FGF9	ENSP00000371790	penis
CD44	ENSP00000278385	penis
DUSP6	ENSP00000279488	penis
ARID5B	ENSP00000279873	penis
CCL11	ENSP00000302234	penis
PDGFRA	ENSP00000257290	penis
UBE2S	ENSP00000264552	penis
TUBB	ENSP00000401317+ENSP00000410071	penis
PTX3	ENSP00000295927	penis
CDC123	ENSP00000281141	penis
PCMT1	ENSP00000356350	prepuce
MTHFD1	ENSP00000216605	prepuce
YY1	ENSP00000262238	prepuce
DSP	ENSP00000369129	prepuce
APOPT1	ENSP00000414982	prepuce
GSK3A	ENSP00000222330	prepuce
PTPRK	ENSP00000357209	prepuce
EXOC4	ENSP00000253861	prepuce
CD97	ENSP00000242786	prepuce
EGR1	ENSP00000239938	prepuce
NFIX	ENSP00000353219	prepuce
TGM3	ENSP00000370867	prepuce
SERPING1	ENSP00000278407	prepuce
FGFR1	ENSP00000380280	prepuce
SCFD1	ENSP00000390783	prepuce
AKT1	ENSP00000270202	prepuce
FLG2	ENSP00000373370	prepuce
HMOX1	ENSP00000216117	prepuce
IFIT3	ENSP00000360876	prepuce
RQCD1	ENSP00000273064	prepuce
DLX3	ENSP00000172196	prepuce
CPOX	ENSP00000264193	prepuce
DLX4	ENSP00000240306	prepuce
KRT10	ENSP00000269576	prepuce
DSG1	ENSP00000257192	prepuce
CCL13	ENSP00000225844	prepuce
TRUB1	ENSP00000298746	prepuce
SCEL	ENSP00000302579	prepuce
NFIB	ENSP00000370346	prepuce
GCLC	ENSP00000229416	prepuce
MGST1	ENSP00000010404	prepuce
DSC1	ENSP00000257198	prepuce
ABCC8	ENSP00000374467	prepuce
COL17A1	ENSP00000340937	prepuce
BDKRB2	ENSP00000307713	prepuce
FLG	ENSP00000357789	prepuce
TGM5	ENSP00000220420	prepuce
CDSN	ENSP00000365465	prepuce
LOR	ENSP00000357731	prepuce
SPINK6	ENSP00000324870	prepuce
CD86	ENSP00000332049	prepuce
DUSP1	ENSP00000239223	prepuce
PLXNC1	ENSP00000258526	prepuce
COL9A2	ENSP00000361834	prepuce
ADH7	ENSP00000209665	prepuce
GBP2	ENSP00000359497	prepuce
DSC3	ENSP00000353608	prepuce
TNFRSF10D	ENSP00000310263	prepuce
ARID5A	ENSP00000350078	prepuce
LTBP2	ENSP00000261978	prepuce
TNFRSF10C	ENSP00000310908	prepuce
TNFRSF10B	ENSP00000276431	prepuce
FGF9	ENSP00000371790	prepuce
CD44	ENSP00000278385	prepuce
DUSP6	ENSP00000279488	prepuce
ARID5B	ENSP00000279873	prepuce
CCL11	ENSP00000302234	prepuce
PDGFRA	ENSP00000257290	prepuce
UBE2S	ENSP00000264552	prepuce
TUBB	ENSP00000401317+ENSP00000410071	prepuce
PTX3	ENSP00000295927	prepuce
CDC123	ENSP00000281141	prepuce
CCNH	ENSP00000256897	embryonic brain
CPSF7	ENSP00000345412	embryonic brain
NTRK1	ENSP00000351486	embryonic brain
TPR	ENSP00000356448	embryonic brain
FGFR1	ENSP00000380280	embryonic brain
C5ORF42	ENSP00000274258	embryonic brain
FGFR2	ENSP00000410294	embryonic brain
CSNK1G3	ENSP00000353904	embryonic brain
SORBS2	ENSP00000284776	embryonic brain
PROX1	ENSP00000261454	embryonic brain
EYA2	ENSP00000333640	embryonic brain
TMEM251	ENSP00000388431	embryonic brain
CD36	ENSP00000308165	milk
FGG	ENSP00000336829	milk
C4A	ENSP00000372815	milk
C4B	ENSP00000407942+ENSP00000415941	milk
LRG1	ENSP00000302621	milk
CLU	ENSP00000315130	milk
AZGP1	ENSP00000292401	milk
IGHA2	ENSP00000374981	milk
IGJ	ENSP00000254801	milk
PIGR	ENSP00000348888	milk
LGALS3BP	ENSP00000262776	milk
MUC4	ENSP00000304207	milk
FOLR1	ENSP00000308137	milk
XDH	ENSP00000368727	milk
CEL	ENSP00000361151	milk
BTN1A1	ENSP00000244513	milk
WNT2B	ENSP00000358698	milk
KLK12	ENSP00000250351	milk
CHRDL2	ENSP00000263671	milk
LALBA	ENSP00000301046	milk
PLG	ENSP00000308938	milk
PSAP	ENSP00000378394	milk
MRC1	ENSP00000239761+ENSP00000332124	milk
SPINT1	ENSP00000342098	milk
LPL	ENSP00000309757	milk
LYZ	ENSP00000261267	milk
ST14	ENSP00000278742	milk
LPO	ENSP00000262290	milk
