Code	Name	UniProt_ID	Ensembl_gene_ID	Ensembl_transcript_ID	Ensembl_protein_ID
P02.007	Gpr64 ({Mus musculus})-type protein	Q8IZP9-3	ENSG00000173698	ENST00000379878	ENSP00000369207
P02.007	Gpr64 ({Mus musculus})-type protein	Q8IZP9-5	ENSG00000173698	ENST00000379876	ENSP00000369205
P02.007	Gpr64 ({Mus musculus})-type protein	Q8IZP9-6	ENSG00000173698	ENST00000360279	ENSP00000353421
P02.007	Gpr64 ({Mus musculus})-type protein	Q8IZP9-7	ENSG00000173698	ENST00000357544	ENSP00000350152
P02.007	Gpr64 ({Mus musculus})-type protein	Q8IZP9-8			
P02.007	Gpr64 ({Mus musculus})-type protein	Q8IZP9-9	ENSG00000173698	ENST00000379873	ENSP00000369202
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000568908	ENSP00000457456
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000568909	ENSP00000455215
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000567835	ENSP00000456794
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000456916	ENSP00000398034
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000388813	ENSP00000373465
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000562558	ENSP00000456620
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000673126	ENSP00000500185
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000562631	ENSP00000455351
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000565976	ENSP00000454933
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653	ENSG00000205336	ENST00000540164	ENSP00000444911
P02.008	GPR56 ({Homo sapiens})-type protein	A0A024R6U7	ENSG00000205336	ENST00000568909	ENSP00000455215
P02.008	GPR56 ({Homo sapiens})-type protein	A0A024R6U7	ENSG00000205336	ENST00000567835	ENSP00000456794
P02.008	GPR56 ({Homo sapiens})-type protein	A0A024R6U7	ENSG00000205336	ENST00000673126	ENSP00000500185
P02.008	GPR56 ({Homo sapiens})-type protein	A0A024R6U7	ENSG00000205336	ENST00000565976	ENSP00000454933
P02.008	GPR56 ({Homo sapiens})-type protein	B3KQN7			
P02.008	GPR56 ({Homo sapiens})-type protein	B3KQV4			
P02.008	GPR56 ({Homo sapiens})-type protein	B4DM06			
P02.008	GPR56 ({Homo sapiens})-type protein	Q96HB4			
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653-2	ENSG00000205336	ENST00000568908	ENSP00000457456
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653-2	ENSG00000205336	ENST00000388813	ENSP00000373465
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653-2	ENSG00000205336	ENST00000562558	ENSP00000456620
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653-2	ENSG00000205336	ENST00000562631	ENSP00000455351
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653-2	ENSG00000205336	ENST00000540164	ENSP00000444911
P02.008	GPR56 ({Homo sapiens})-type protein	Q9Y653-3	ENSG00000205336	ENST00000456916	ENSP00000398034
P02.009	latrophilin 2	B1ALU6			
P02.009	latrophilin 2	B1ALU3	ENSG00000117114	ENST00000370727	ENSP00000359762
P02.009	latrophilin 2	B1ALU3	ENSG00000117114	ENST00000627151	ENSP00000485786
P02.009	latrophilin 2	B1ALU6			
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370723	ENSP00000359758
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370725	ENSP00000359760
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370728	ENSP00000359763
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370730	ENSP00000359765
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000359929	ENSP00000353006
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000674419	ENSP00000501462
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000319517	ENSP00000322270
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370713	ENSP00000359748
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370715	ENSP00000359750
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000370717	ENSP00000359752
P02.009	latrophilin 2	O95490	ENSG00000117114	ENST00000674393	ENSP00000501431
P02.009	latrophilin 2	O95490-2	ENSG00000117114	ENST00000359929	ENSP00000353006
P02.009	latrophilin 2	O95490-2	ENSG00000117114	ENST00000319517	ENSP00000322270
P02.009	latrophilin 2	O95490-2	ENSG00000117114	ENST00000674393	ENSP00000501431
P02.010	latrophilin-1	O94910	ENSG00000072071	ENST00000340736	ENSP00000340688
P02.010	latrophilin-1	O94910	ENSG00000072071	ENST00000361434	ENSP00000355328
P02.010	latrophilin-1	O94910	ENSG00000288324	ENST00000672190	ENSP00000500240
P02.010	latrophilin-1	O94910	ENSG00000288324	ENST00000673576	ENSP00000500478
P02.010	latrophilin-1	O94910	ENSG00000072071	ENST00000340736	ENSP00000340688
P02.010	latrophilin-1	O94910	ENSG00000072071	ENST00000361434	ENSP00000355328
P02.010	latrophilin-1	O94910	ENSG00000288324	ENST00000672190	ENSP00000500240
P02.010	latrophilin-1	O94910	ENSG00000288324	ENST00000673576	ENSP00000500478
P02.010	latrophilin-1	O94910-1	ENSG00000072071	ENST00000340736	ENSP00000340688
P02.010	latrophilin-1	O94910-1	ENSG00000288324	ENST00000672190	ENSP00000500240
P02.010	latrophilin-1	O94910-2	ENSG00000072071	ENST00000361434	ENSP00000355328
P02.010	latrophilin-1	O94910-2	ENSG00000288324	ENST00000673576	ENSP00000500478
P02.011	latrophilin 3	Q9HAR2	ENSG00000150471	ENST00000512091	ENSP00000423388
P02.011	latrophilin 3	Q9HAR2	ENSG00000150471	ENST00000514591	ENSP00000422533
P02.011	latrophilin 3	Q9HAR2	ENSG00000150471	ENST00000512091	ENSP00000423388
P02.011	latrophilin 3	Q9HAR2	ENSG00000150471	ENST00000514591	ENSP00000422533
P02.011	latrophilin 3	Q9HAR2-4	ENSG00000150471	ENST00000514591	ENSP00000422533
P02.013	ETL protein	Q9HBW9	ENSG00000162618	ENST00000370742	ENSP00000359778
P02.013	ETL protein	B2R9D2			
P02.013	ETL protein	Q6ZMI9			
P02.013	ETL protein	Q9HBW9	ENSG00000162618	ENST00000370742	ENSP00000359778
P02.014	G protein-coupled receptor 112	Q8IZF6	ENSG00000156920	ENST00000394143	ENSP00000377699
P02.014	G protein-coupled receptor 112	Q8IZF6	ENSG00000156920	ENST00000394141	ENSP00000377697
P02.014	G protein-coupled receptor 112	Q8IZF6	ENSG00000156920	ENST00000370652	ENSP00000359686
P02.014	G protein-coupled receptor 112	Q8IZF6	ENSG00000156920	ENST00000394143	ENSP00000377699
P02.014	G protein-coupled receptor 112	Q8IZF6	ENSG00000156920	ENST00000394141	ENSP00000377697
P02.014	G protein-coupled receptor 112	Q8IZF6	ENSG00000156920	ENST00000370652	ENSP00000359686
P02.015	seven transmembrane helix receptor	Q7Z7M1			
P02.015	seven transmembrane helix receptor	Q7Z7M1			
P02.016	Gpr114 protein	Q8IZF4	ENSG00000159618	ENST00000349457	ENSP00000290823
P02.016	Gpr114 protein	Q8IZF4	ENSG00000159618	ENST00000340339	ENSP00000342981
P02.016	Gpr114 protein	A0A024R6S3			
P02.016	Gpr114 protein	A8K9R8			
P02.016	Gpr114 protein	B4E148			
P02.016	Gpr114 protein	Q8IZF4	ENSG00000159618	ENST00000349457	ENSP00000290823
P02.016	Gpr114 protein	Q8IZF4	ENSG00000159618	ENST00000340339	ENSP00000342981
P02.017	GPR126 vascular inducible G protein-coupled receptor	Q8IXA4			
P02.017	GPR126 vascular inducible G protein-coupled receptor	Q86SQ4	ENSG00000112414	ENST00000230173	ENSP00000230173
P02.017	GPR126 vascular inducible G protein-coupled receptor	Q86SQ4	ENSG00000112414	ENST00000367608	ENSP00000356580
P02.017	GPR126 vascular inducible G protein-coupled receptor	Q86SQ4	ENSG00000112414	ENST00000296932	ENSP00000296932
P02.017	GPR126 vascular inducible G protein-coupled receptor	Q86SQ4	ENSG00000112414	ENST00000367609	ENSP00000356581
P02.017	GPR126 vascular inducible G protein-coupled receptor	Q8IXA4			
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6	ENSG00000152990	ENST00000334304	ENSP00000334952
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6	ENSG00000152990	ENST00000508133	ENSP00000422606
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6	ENSG00000152990	ENST00000502482	ENSP00000421006
P02.018	GPR125 ({Homo sapiens})-type protein	B3KTN7			
P02.018	GPR125 ({Homo sapiens})-type protein	B4DRA3			
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6	ENSG00000152990	ENST00000334304	ENSP00000334952
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6	ENSG00000152990	ENST00000508133	ENSP00000422606
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6	ENSG00000152990	ENST00000502482	ENSP00000421006
P02.018	GPR125 ({Homo sapiens})-type protein	Q8IWK6-1	ENSG00000152990	ENST00000334304	ENSP00000334952
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8IZF2	ENSG00000069122	ENST00000283296	ENSP00000283296
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8IZF2	ENSG00000069122	ENST00000265417	ENSP00000265417
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	A0A024RD26			
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	A8K0D8			
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	B4DLD2			
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	B4DTV3			
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q4G0K7			
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8IZF2	ENSG00000069122	ENST00000283296	ENSP00000283296
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8IZF2	ENSG00000069122	ENST00000265417	ENSP00000265417
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8IZF2-1	ENSG00000069122	ENST00000283296	ENSP00000283296
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8IZF2-1	ENSG00000069122	ENST00000265417	ENSP00000265417
P02.019	GPR116 ({Homo sapiens})-type G-protein coupled receptor	Q8NGA9			
P02.020	GPR128 ({Homo sapiens})-type G-protein coupled receptor	Q96K78	ENSG00000144820	ENST00000273352	ENSP00000273352
P02.020	GPR128 ({Homo sapiens})-type G-protein coupled receptor	A1L441			
P02.020	GPR128 ({Homo sapiens})-type G-protein coupled receptor	B7Z303			
P02.020	GPR128 ({Homo sapiens})-type G-protein coupled receptor	Q6ZMH0			
P02.020	GPR128 ({Homo sapiens})-type G-protein coupled receptor	Q6ZMH4			
P02.020	GPR128 ({Homo sapiens})-type G-protein coupled receptor	Q96K78	ENSG00000144820	ENST00000273352	ENSP00000273352
P02.021	GPR133 ({Homo sapiens})-type protein	Q6QNK2	ENSG00000111452	ENST00000261654	ENSP00000261654
P02.021	GPR133 ({Homo sapiens})-type protein	Q6QNK2	ENSG00000111452	ENST00000535015	ENSP00000444425
P02.021	GPR133 ({Homo sapiens})-type protein	Q6QNK2	ENSG00000111452	ENST00000543617	ENSP00000438021
P02.021	GPR133 ({Homo sapiens})-type protein	Q6QNK2	ENSG00000111452	ENST00000261654	ENSP00000261654
P02.021	GPR133 ({Homo sapiens})-type protein	Q6QNK2	ENSG00000111452	ENST00000535015	ENSP00000444425
P02.021	GPR133 ({Homo sapiens})-type protein	Q6QNK2	ENSG00000111452	ENST00000543617	ENSP00000438021
P02.021	GPR133 ({Homo sapiens})-type protein	Q9NSM3			
P02.022	GPR110 G-protein coupled receptor	Q5T601	ENSG00000153292	ENST00000371253	ENSP00000360299
P02.022	GPR110 G-protein coupled receptor	Q5T601	ENSG00000153292	ENST00000371243	ENSP00000360289
P02.022	GPR110 G-protein coupled receptor	A0PJH0			
P02.022	GPR110 G-protein coupled receptor	Q5T601	ENSG00000153292	ENST00000371253	ENSP00000360299
P02.022	GPR110 G-protein coupled receptor	Q5T601	ENSG00000153292	ENST00000371243	ENSP00000360289
P02.022	GPR110 G-protein coupled receptor	Q8TDT4			
P02.022	GPR110 G-protein coupled receptor	Q9H615			
P02.023	GPR97 protein	Q86Y34	ENSG00000182885	ENST00000333493	ENSP00000332900
P02.023	GPR97 protein	B4DVW2			
P02.023	GPR97 protein	Q86Y34	ENSG00000182885	ENST00000333493	ENSP00000332900
P02.023	GPR97 protein	Q8IXE4			
P02.024	KPG_006 protein	Q5KU22			
P02.025	KPG_008 protein	Q5KU20			
P02.026	KPG_009 protein	Q5KU19			
P02.026	KPG_009 protein	Q5T601	ENSG00000153292	ENST00000371253	ENSP00000360299
P02.026	KPG_009 protein	Q5T601	ENSG00000153292	ENST00000371243	ENSP00000360289
P02.026	KPG_009 protein	Q9H615			
P02.027	brain angiogenesis inhibitor 3	O60242	ENSG00000135298	ENST00000370598	ENSP00000359630
P02.027	brain angiogenesis inhibitor 3	O60242	ENSG00000135298	ENST00000546190	ENSP00000441821
P02.027	brain angiogenesis inhibitor 3	A8K0Y1			
P02.027	brain angiogenesis inhibitor 3	B7Z356			
P02.027	brain angiogenesis inhibitor 3	B7ZA59			
P02.027	brain angiogenesis inhibitor 3	O60242	ENSG00000135298	ENST00000370598	ENSP00000359630
P02.027	brain angiogenesis inhibitor 3	O60242	ENSG00000135298	ENST00000546190	ENSP00000441821
P02.028	GPR113 protein	Q8TDT3			
P02.028	GPR113 protein	B3KVM9			
P02.028	GPR113 protein	D6W540			
P02.028	GPR113 protein	Q8IZF5	ENSG00000173567	ENST00000333478	ENSP00000327396
P02.028	GPR113 protein	Q8IZF5	ENSG00000173567	ENST00000447444	ENSP00000404775
P02.028	GPR113 protein	Q8IZF5	ENSG00000173567	ENST00000421160	ENSP00000388537
P02.028	GPR113 protein	Q8IZF5	ENSG00000173567	ENST00000311519	ENSP00000307831
P02.028	GPR113 protein	Q8IZF5-1	ENSG00000173567	ENST00000311519	ENSP00000307831
P02.028	GPR113 protein	Q8IZF5-3	ENSG00000173567	ENST00000421160	ENSP00000388537
P02.028	GPR113 protein	Q8TDT3			
P02.029	brain-specific angiogenesis inhibitor 2	O60241	ENSG00000121753	ENST00000373655	ENSP00000362759
P02.029	brain-specific angiogenesis inhibitor 2	O60241	ENSG00000121753	ENST00000373658	ENSP00000362762
P02.029	brain-specific angiogenesis inhibitor 2	O60241	ENSG00000121753	ENST00000527361	ENSP00000435397
P02.029	brain-specific angiogenesis inhibitor 2	B4DKC3			
P02.029	brain-specific angiogenesis inhibitor 2	O60241	ENSG00000121753	ENST00000373655	ENSP00000362759
P02.029	brain-specific angiogenesis inhibitor 2	O60241	ENSG00000121753	ENST00000373658	ENSP00000362762
P02.029	brain-specific angiogenesis inhibitor 2	O60241	ENSG00000121753	ENST00000527361	ENSP00000435397
P02.041	adhesion G protein-coupled receptor B1	O14514	ENSG00000181790	ENST00000517894	ENSP00000430945
P02.041	adhesion G protein-coupled receptor B1	O14514	ENSG00000181790	ENST00000323289	ENSP00000313046
P02.042	adhesion G protein-coupled receptor F4	Q8IZF3	ENSG00000153294	ENST00000327753	ENSP00000328319
P02.042	adhesion G protein-coupled receptor F4	Q8IZF3	ENSG00000153294	ENST00000283303	ENSP00000283303
P02.036	polycystin-1	P98161	ENSG00000008710	ENST00000262304	ENSP00000262304
P02.036	polycystin-1	P98161	ENSG00000008710	ENST00000423118	ENSP00000399501
P02.036	polycystin-1	B4DZ18			
P02.036	polycystin-1	O75276			
P02.036	polycystin-1	P98161	ENSG00000008710	ENST00000262304	ENSP00000262304
P02.036	polycystin-1	P98161	ENSG00000008710	ENST00000423118	ENSP00000399501
P02.036	polycystin-1	Q15142			
P02.036	polycystin-1	Q6ZMK5			
P02.036	polycystin-1	Q6ZNL0			
P02.036	polycystin-1	Q6ZT94			
P02.036	polycystin-1	Q6ZVJ0			
P02.038	KIAA1879 protein	Q7Z442	ENSG00000166473	ENST00000531391	ENSP00000436309
P02.038	KIAA1879 protein	Q7Z442	ENSG00000166473	ENST00000527937	ENSP00000432818
P02.039	polycystic kidney disease 1-like 3	Q7Z443	ENSG00000277481	ENST00000620267	ENSP00000480090
S01.010	granzyme B ({Homo sapiens}-type)	P10144	ENSG00000100453	ENST00000216341	ENSP00000216341
S01.010	granzyme B ({Homo sapiens}-type)	J3KQ52	ENSG00000100453	ENST00000415355	ENSP00000387385
S01.010	granzyme B ({Homo sapiens}-type)	P10144	ENSG00000100453	ENST00000216341	ENSP00000216341
S01.010	granzyme B ({Homo sapiens}-type)	Q67BC3			
S01.010	granzyme B ({Homo sapiens}-type)	Q6XGZ2			
S01.010	granzyme B ({Homo sapiens}-type)	Q6XGZ3			
S01.010	granzyme B ({Homo sapiens}-type)	Q6XGZ4			
S01.011	testisin	Q9Y6M0	ENSG00000007038	ENST00000450020	ENSP00000407741
S01.011	testisin	Q9Y6M0	ENSG00000007038	ENST00000005995	ENSP00000005995
S01.011	testisin	Q9Y6M0	ENSG00000282838	ENST00000634454	ENSP00000489081
S01.011	testisin	Q9Y6M0	ENSG00000282838	ENST00000634351	ENSP00000489315
S01.011	testisin	Q9Y6M0	ENSG00000007038	ENST00000450020	ENSP00000407741
S01.011	testisin	Q9Y6M0	ENSG00000007038	ENST00000005995	ENSP00000005995
S01.011	testisin	Q9Y6M0	ENSG00000282838	ENST00000634454	ENSP00000489081
S01.011	testisin	Q9Y6M0	ENSG00000282838	ENST00000634351	ENSP00000489315
S01.011	testisin	Q9Y6M0-1	ENSG00000007038	ENST00000005995	ENSP00000005995
S01.011	testisin	Q9Y6M0-1	ENSG00000282838	ENST00000634351	ENSP00000489315
S01.011	testisin	Q9Y6M0-2			
S01.011	testisin	Q9Y6M0-3	ENSG00000007038	ENST00000450020	ENSP00000407741
S01.011	testisin	Q9Y6M0-3	ENSG00000282838	ENST00000634454	ENSP00000489081
S01.015	tryptase beta	P20231	ENSG00000197253	ENST00000606293	ENSP00000482743
S01.015	tryptase beta	P20231	ENSG00000197253	ENST00000606293	ENSP00000482743
S01.015	tryptase beta	Q6B051			
S01.015	tryptase beta	Q6FHB8			
S01.015	tryptase beta	Q6NZY1			
S01.015	tryptase beta	Q96RZ6			
S01.015	tryptase beta	Q96RZ7			
S01.015	tryptase beta	Q9UQI1			
S01.017	kallikrein-related peptidase 5	Q9Y337	ENSG00000167754	ENST00000336334	ENSP00000337733
S01.017	kallikrein-related peptidase 5	Q9Y337	ENSG00000167754	ENST00000391809	ENSP00000375685
S01.017	kallikrein-related peptidase 5	Q9Y337	ENSG00000167754	ENST00000593428	ENSP00000471966
S01.017	kallikrein-related peptidase 5	A0A024R4G4			
S01.017	kallikrein-related peptidase 5	Q53F68			
S01.017	kallikrein-related peptidase 5	Q6S9W8			
S01.017	kallikrein-related peptidase 5	Q8IU55			
S01.017	kallikrein-related peptidase 5	Q9Y337	ENSG00000167754	ENST00000336334	ENSP00000337733
S01.017	kallikrein-related peptidase 5	Q9Y337	ENSG00000167754	ENST00000391809	ENSP00000375685
S01.017	kallikrein-related peptidase 5	Q9Y337	ENSG00000167754	ENST00000593428	ENSP00000471966
S01.019	corin	Q9Y5Q5	ENSG00000145244	ENST00000273857	ENSP00000273857
S01.019	corin	A0A087X1D5	ENSG00000145244	ENST00000610355	ENSP00000484087
S01.019	corin	B4DZA3			
S01.019	corin	B4E1Y7			
S01.019	corin	B4E2W9			
S01.019	corin	J3KR88	ENSG00000145244	ENST00000502252	ENSP00000424212
S01.019	corin	Q9Y5Q5	ENSG00000145244	ENST00000273857	ENSP00000273857
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000525263	ENSP00000436458
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000319590	ENSP00000324181
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000684732	ENSP00000508282
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000529888	ENSP00000434036
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000250351	ENSP00000250351
S01.020	kallikrein-related peptidase 12	A0A024R4M4	ENSG00000186474	ENST00000525263	ENSP00000436458
S01.020	kallikrein-related peptidase 12	A0A024R4M4	ENSG00000186474	ENST00000319590	ENSP00000324181
S01.020	kallikrein-related peptidase 12	A0A024R4M4	ENSG00000186474	ENST00000684732	ENSP00000508282
S01.020	kallikrein-related peptidase 12	B9EGA9			
S01.020	kallikrein-related peptidase 12	Q49AM7			
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000525263	ENSP00000436458
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000319590	ENSP00000324181
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000684732	ENSP00000508282
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000529888	ENSP00000434036
S01.020	kallikrein-related peptidase 12	Q9UKR0	ENSG00000186474	ENST00000250351	ENSP00000250351
S01.020	kallikrein-related peptidase 12	Q9UKR0-2	ENSG00000186474	ENST00000250351	ENSP00000250351
S01.021	DESC1 peptidase	Q9UL52	ENSG00000087128	ENST00000305363	ENSP00000307519
S01.021	DESC1 peptidase	A8K9S2			
S01.021	DESC1 peptidase	B2R9P0			
S01.021	DESC1 peptidase	Q4W5P3			
S01.021	DESC1 peptidase	Q9UL52	ENSG00000087128	ENST00000305363	ENSP00000307519
S01.028	tryptase gamma 1	Q9NRR2	ENSG00000116176	ENST00000234798	ENSP00000234798
S01.028	tryptase gamma 1	Q9NRR2	ENSG00000116176	ENST00000234798	ENSP00000234798
S01.029	kallikrein-related peptidase 14	Q9P0G3	ENSG00000129437	ENST00000391802	ENSP00000375678
S01.029	kallikrein-related peptidase 14	A0A024R4M6	ENSG00000129437	ENST00000391802	ENSP00000375678
S01.029	kallikrein-related peptidase 14	Q9P0G3	ENSG00000129437	ENST00000391802	ENSP00000375678
S01.033	factor VII-activating peptidase	Q14520	ENSG00000148702	ENST00000351270	ENSP00000277903
S01.033	factor VII-activating peptidase	Q14520	ENSG00000148702	ENST00000542051	ENSP00000443283
S01.033	factor VII-activating peptidase	Q14520	ENSG00000148702	ENST00000351270	ENSP00000277903
S01.033	factor VII-activating peptidase	Q14520	ENSG00000148702	ENST00000542051	ENSP00000443283
S01.033	factor VII-activating peptidase	Q14520-1	ENSG00000148702	ENST00000351270	ENSP00000277903
S01.033	factor VII-activating peptidase	Q14520-2	ENSG00000148702	ENST00000542051	ENSP00000443283
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000534111	ENSP00000435184
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000523251	ENSP00000429209
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000437212	ENSP00000416037
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000522824	ENSP00000430547
S01.034	transmembrane peptidase, serine 4	A8K2U6			
S01.034	transmembrane peptidase, serine 4	B7Z458			
S01.034	transmembrane peptidase, serine 4	B7Z8X1			
S01.034	transmembrane peptidase, serine 4	B7Z900			
S01.034	transmembrane peptidase, serine 4	G3V124	ENSG00000137648	ENST00000519236	ENSP00000429889
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000534111	ENSP00000435184
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000523251	ENSP00000429209
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000437212	ENSP00000416037
S01.034	transmembrane peptidase, serine 4	Q9NRS4	ENSG00000137648	ENST00000522824	ENSP00000430547
S01.047	human airway trypsin-like peptidase	O60235	ENSG00000153802	ENST00000283916	ENSP00000283916
S01.047	human airway trypsin-like peptidase	A8K2M4			
S01.047	human airway trypsin-like peptidase	B4DL57			
S01.047	human airway trypsin-like peptidase	O60235	ENSG00000153802	ENST00000283916	ENSP00000283916
S01.047	human airway trypsin-like peptidase	Q4W5K4			
S01.054	tryptase delta 1 ({Homo sapiens})	Q9BZJ3	ENSG00000095917	ENST00000211076	ENSP00000211076
S01.054	tryptase delta 1 ({Homo sapiens})	Q9BZJ3	ENSG00000095917	ENST00000211076	ENSP00000211076
S01.054	tryptase delta 1 ({Homo sapiens})	Q9BZJ3-1	ENSG00000095917	ENST00000211076	ENSP00000211076
S01.072	matriptase-3	Q7RTY8	ENSG00000176040	ENST00000452346	ENSP00000398236
S01.072	matriptase-3	Q7RTY8	ENSG00000176040	ENST00000419127	ENSP00000411645
S01.072	matriptase-3	Q7RTY8	ENSG00000176040	ENST00000617607	ENSP00000478830
S01.072	matriptase-3	Q7RTY8	ENSG00000176040	ENST00000452346	ENSP00000398236
S01.072	matriptase-3	Q7RTY8	ENSG00000176040	ENST00000419127	ENSP00000411645
S01.072	matriptase-3	Q7RTY8	ENSG00000176040	ENST00000617607	ENSP00000478830
S01.072	matriptase-3	Q7RTY8-2	ENSG00000176040	ENST00000419127	ENSP00000411645
S01.072	matriptase-3	Q7RTY8-2	ENSG00000176040	ENST00000617607	ENSP00000478830
S01.074	marapsin	Q9BQR3	ENSG00000172382	ENST00000302641	ENSP00000306390
S01.074	marapsin	B3KP25			
S01.074	marapsin	Q9BQR3	ENSG00000172382	ENST00000302641	ENSP00000306390
S01.075	tryptase-6	Q8NF86	ENSG00000103355	ENST00000293851	ENSP00000293851
S01.075	tryptase-6	Q8NF86	ENSG00000103355	ENST00000570702	ENSP00000458369
S01.075	tryptase-6	Q8NF86	ENSG00000103355	ENST00000682474	ENSP00000507560
S01.075	tryptase-6	Q8NF86	ENSG00000103355	ENST00000293851	ENSP00000293851
S01.075	tryptase-6	Q8NF86	ENSG00000103355	ENST00000570702	ENSP00000458369
S01.075	tryptase-6	Q8NF86	ENSG00000103355	ENST00000682474	ENSP00000507560
S01.078	ovochymase-1 domain 1	Q7RTY7	ENSG00000187950	ENST00000318184	ENSP00000326708
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000433957	ENSP00000411013
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000644384	ENSP00000494414
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000652415	ENSP00000498756
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000398397	ENSP00000381434
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000433957	ENSP00000411013
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000644384	ENSP00000494414
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000652415	ENSP00000498756
S01.079	transmembrane peptidase, serine 3	P57727	ENSG00000160183	ENST00000398397	ENSP00000381434
S01.079	transmembrane peptidase, serine 3	P57727-1	ENSG00000160183	ENST00000433957	ENSP00000411013
S01.079	transmembrane peptidase, serine 3	P57727-2			
S01.079	transmembrane peptidase, serine 3	P57727-3	ENSG00000160183	ENST00000398397	ENSP00000381434
S01.079	transmembrane peptidase, serine 3	P57727-5	ENSG00000160183	ENST00000644384	ENSP00000494414
